894+720  1614
0+141  141
103+80  183
375+851  1226
244+739  983
459+620  1079
865+141  1006
177+969  1146
381+565  946
945+486  1431
412+586  998
107+964  1071
270+690  960
513+669  1182
92+554  646
680+352  1032
969+346  1315
430+750  1180
835+0  835
434+497  931
965+58  1023
26+748  774
268+887  1155
932+140  1072
778+559  1337
277+451  728
512+941  1453
162+479  641
751+620  1371
629+229  858
834+875  1709
212+534  746
437+598  1035
191+433  624
998+619  1617
647+407  1054
101+363  464
592+415  1007
45+475  520
517+412  929
992+201  1193
93+25  118
980+566  1546
904+814  1718
877+657  1534
400+971  1371
233+281  514
354+678  1032
138+715  853
957+424  1381
655+140  795
454+521  975
620+917  1537
952+371  1323
719+676  1395
2+177  179
940+826  1766
421+278  699
439+214  653
148+460  608
207+483  690
267+794  1061
796+338  1134
562+947  1509
922+828  1750
5+191  196
275+311  586
774+135  909
493+742  1235
337+366  703
684+524  1208
275+533  808
917+771  1688
649+551  1200
220+21  241
565+997  1562
468+882  1350
743+36  779
899+521  1420
453+482  935
876+585  1461
686+119  805
462+770  1232
733+756  1489
279+895  1174
462+246  708
264+752  1016
27+381  408
375+314  689
266+978  1244
93+656  749
144+299  443
153+988  1141
625+944  1569
494+519  1013
18+533  551
408+17  425
445+39  484
742+438  1180
315+210  525
406+799  1205
226+756  982
114+747  861
717+522  1239
564+927  1491
228+30  258
804+524  1328
150+518  668
259+353  612
593+20  613
521+361  882
533+985  1518
887+388  1275
524+787  1311
721+696  1417
845+776  1621
279+281  560
218+782  1000
149+531  680
810+912  1722
822+198  1020
994+85  1079
636+594  1230
232+799  1031
929+1000  1929
680+543  1223
851+667  1518
469+806  1275
543+396  939
714+248  962
622+594  1216
453+212  665
696+622  1318
85+443  528
612+461  1073
642+465  1107
969+665  1634
156+928  1084
513+936  1449
26+208  234
692+542  1234
917+702  1619
675+462  1137
404+147  551
299+203  502
143+530  673
533+832  1365
823+46  869
894+273  1167
576+24  600
375+840  1215
76+867  943
68+184  252
671+218  889
503+369  872
485+923  1408
779+7  786
781+480  1261
838+883  1721
265+665  930
949+161  1110
634+359  993
763+755  1518
601+215  816
115+912  1027
381+990  1371
967+854  1821
929+931  1860
742+685  1427
366+198  564
818+640  1458
286+333  619
834+581  1415
187+776  963
443+307  750
991+211  1202
213+573  786
593+413  1006
775+264  1039
682+349  1031
935+461  1396
934+247  1181
814+614  1428
860+451  1311
448+852  1300
29+472  501
474+947  1421
39+903  942
572+75  647
830+183  1013
398+362  760
814+692  1506
815+776  1591
833+159  992
712+877  1589
689+56  745
500+397  897
395+364  759
367+963  1330
870+147  1017
463+80  543
109+828  937
571+428  999
0+279  279
342+542  884
600+233  833
532+519  1051
626+218  844
220+132  352
631+971  1602
466+846  1312
729+745  1474
809+496  1305
151+14  165
159+815  974
352+55  407
373+730  1103
298+930  1228
879+294  1173
479+503  982
248+135  383
307+922  1229
380+314  694
206+67  273
605+615  1220
959+396  1355
540+177  717
696+967  1663
226+370  596
990+806  1796
988+830  1818
63+709  772
296+346  642
435+438  873
200+784  984
908+379  1287
836+703  1539
828+503  1331
654+517  1171
526+607  1133
950+571  1521
292+746  1038
724+845  1569
957+260  1217
461+160  621
346+153  499
375+252  627
172+792  964
424+434  858
734+945  1679
740+601  1341
287+395  682
622+685  1307
508+775  1283
701+963  1664
754+137  891
902+290  1192
515+795  1310
382+702  1084
399+46  445
958+65  1023
40+439  479
939+263  1202
774+45  819
62+349  411
495+47  542
30+440  470
505+507  1012
120+381  501
429+916  1345
405+368  773
237+247  484
634+606  1240
157+880  1037
975+309  1284
276+648  924
541+165  706
548+310  858
757+777  1534
293+410  703
567+189  756
434+733  1167
963+385  1348
93+573  666
836+698  1534
525+130  655
663+733  1396
968+522  1490
972+268  1240
857+591  1448
45+483  528
383+608  991
103+701  804
182+485  667
64+16  80
720+362  1082
401+466  867
734+441  1175
255+9  264
419+562  981
357+656  1013
504+708  1212
769+805  1574
527+335  862
620+609  1229
758+579  1337
469+532  1001
64+381  445
73+156  229
661+362  1023
497+739  1236
108+586  694
67+794  861
186+375  561
615+740  1355
52+576  628
821+118  939
834+288  1122
640+188  828
885+615  1500
816+82  898
390+189  579
260+231  491
201+337  538
47+293  340
833+143  976
219+160  379
289+575  864
783+451  1234
836+567  1403
866+350  1216
983+217  1200
775+772  1547
119+260  379
605+154  759
505+439  944
657+923  1580
767+354  1121
872+83  955
81+26  107
160+67  227
799+882  1681
885+482  1367
700+578  1278
911+288  1199
454+96  550
349+249  598
520+534  1054
766+524  1290
48+252  300
644+137  781
675+477  1152
98+224  322
663+446  1109
964+358  1322
511+501  1012
314+677  991
313+768  1081
693+980  1673
681+453  1134
785+243  1028
922+376  1298
712+239  951
906+793  1699
546+631  1177
775+602  1377
240+546  786
779+551  1330
875+313  1188
487+173  660
296+842  1138
378+551  929
880+178  1058
423+393  816
900+317  1217
523+818  1341
106+2  108
639+481  1120
119+539  658
256+933  1189
5+427  432
776+330  1106
538+607  1145
889+127  1016
648+571  1219
443+477  920
843+446  1289
48+640  688
414+269  683
627+797  1424
887+581  1468
336+250  586
774+119  893
758+625  1383
701+686  1387
324+554  878
212+994  1206
639+110  749
363+606  969
663+454  1117
329+869  1198
771+952  1723
221+587  808
923+497  1420
615+567  1182
648+949  1597
637+72  709
564+762  1326
886+938  1824
549+924  1473
578+551  1129
759+496  1255
494+532  1026
804+859  1663
270+162  432
705+556  1261
595+957  1552
815+694  1509
671+767  1438
863+588  1451
334+893  1227
792+935  1727
305+314  619
651+101  752
59+839  898
523+13  536
570+311  881
334+736  1070
301+459  760
282+718  1000
527+32  559
238+777  1015
478+428  906
854+163  1017
50+523  573
644+930  1574
764+794  1558
257+448  705
625+338  963
221+475  696
801+644  1445
765+364  1129
562+912  1474
874+487  1361
763+251  1014
996+449  1445
92+226  318
228+486  714
375+1000  1375
35+779  814
329+375  704
322+701  1023
790+80  870
213+894  1107
772+84  856
383+939  1322
94+856  950
193+130  323
998+312  1310
137+255  392
584+592  1176
559+936  1495
553+532  1085
988+839  1827
571+38  609
381+953  1334
431+901  1332
152+671  823
725+659  1384
439+21  460
55+777  832
780+470  1250
152+729  881
958+501  1459
932+681  1613
826+174  1000
624+940  1564
829+726  1555
986+898  1884
479+591  1070
648+197  845
127+618  745
541+741  1282
334+602  936
98+491  589
166+66  232
812+696  1508
324+524  848
832+775  1607
485+739  1224
5+746  751
608+862  1470
325+82  407
949+604  1553
688+730  1418
175+900  1075
414+146  560
291+11  302
704+614  1318
611+990  1601
203+29  232
362+792  1154
815+34  849
456+118  574
86+189  275
603+171  774
624+10  634
974+521  1495
192+92  284
550+167  717
891+830  1721
54+29  83
891+318  1209
321+646  967
354+645  999
615+575  1190
754+255  1009
510+29  539
493+820  1313
452+444  896
421+358  779
839+692  1531
362+462  824
307+509  816
755+336  1091
786+748  1534
879+121  1000
542+733  1275
394+617  1011
227+222  449
320+208  528
83+688  771
164+936  1100
5+188  193
145+404  549
605+40  645
551+877  1428
420+788  1208
638+330  968
189+165  354
361+548  909
192+725  917
645+950  1595
968+436  1404
205+417  622
683+674  1357
591+386  977
455+306  761
913+474  1387
479+691  1170
616+330  946
366+484  850
359+336  695
37+667  704
598+231  829
856+429  1285
966+680  1646
683+520  1203
82+928  1010
150+524  674
871+148  1019
881+396  1277
987+316  1303
883+627  1510
523+990  1513
829+104  933
275+510  785
292+402  694
546+911  1457
785+35  820
670+122  792
720+716  1436
553+686  1239
890+771  1661
282+424  706
778+409  1187
455+674  1129
76+196  272
119+412  531
920+175  1095
1+353  354
276+459  735
404+597  1001
339+658  997
117+70  187
411+48  459
872+382  1254
679+599  1278
296+355  651
235+135  370
476+4  480
224+568  792
606+382  988
870+859  1729
728+735  1463
743+515  1258
483+899  1382
925+296  1221
369+134  503
172+416  588
833+186  1019
983+582  1565
68+142  210
126+709  835
318+110  428
88+701  789
628+277  905
430+256  686
639+792  1431
125+381  506
246+110  356
436+231  667
308+773  1081
195+458  653
456+511  967
214+684  898
75+133  208
326+228  554
325+20  345
735+540  1275
285+217  502
309+650  959
199+996  1195
748+593  1341
994+766  1760
872+687  1559
324+695  1019
992+653  1645
942+640  1582
92+566  658
32+315  347
642+604  1246
99+43  142
927+805  1732
935+33  968
866+837  1703
593+86  679
596+47  643
399+356  755
515+79  594
538+486  1024
575+143  718
771+30  801
651+287  938
280+662  942
558+68  626
221+995  1216
743+917  1660
937+495  1432
539+100  639
199+69  268
367+831  1198
497+960  1457
47+318  365
331+882  1213
796+779  1575
973+390  1363
260+663  923
404+313  717
41+778  819
602+722  1324
864+812  1676
560+228  788
162+73  235
250+879  1129
474+420  894
988+203  1191
6+709  715
460+504  964
406+849  1255
560+976  1536
316+997  1313
164+911  1075
232+48  280
824+4  828
936+219  1155
151+416  567
998+389  1387
226+913  1139
152+607  759
448+779  1227
561+20  581
297+515  812
966+477  1443
893+784  1677
331+138  469
210+774  984
633+746  1379
312+129  441
459+348  807
244+515  759
768+369  1137
786+65  851
295+767  1062
488+575  1063
385+17  402
106+27  133
786+495  1281
577+161  738
851+177  1028
261+223  484
589+141  730
581+618  1199
357+480  837
430+890  1320
154+464  618
444+226  670
146+384  530
241+843  1084
863+854  1717
738+27  765
171+467  638
424+525  949
531+326  857
409+756  1165
799+292  1091
158+141  299
644+666  1310
830+723  1553
696+170  866
920+500  1420
673+807  1480
312+510  822
264+669  933
751+489  1240
879+478  1357
226+871  1097
121+145  266
295+27  322
509+234  743
774+943  1717
805+241  1046
707+357  1064
90+488  578
615+276  891
932+949  1881
874+384  1258
442+370  812
638+715  1353
381+15  396
760+671  1431
469+677  1146
840+889  1729
657+675  1332
200+177  377
814+550  1364
499+220  719
448+537  985
520+810  1330
901+165  1066
868+143  1011
945+10  955
309+434  743
823+81  904
879+755  1634
879+490  1369
503+540  1043
525+709  1234
497+885  1382
720+729  1449
344+533  877
817+506  1323
585+434  1019
380+640  1020
707+627  1334
729+690  1419
679+634  1313
967+781  1748
35+618  653
75+457  532
62+889  951
772+630  1402
495+716  1211
366+494  860
818+866  1684
429+153  582
883+232  1115
685+803  1488
419+286  705
666+359  1025
586+828  1414
408+383  791
655+834  1489
577+551  1128
774+242  1016
226+212  438
602+243  845
829+981  1810
275+23  298
747+290  1037
533+994  1527
860+495  1355
579+461  1040
637+950  1587
383+12  395
539+342  881
293+801  1094
17+650  667
722+708  1430
159+379  538
594+774  1368
767+990  1757
715+588  1303
206+894  1100
341+593  934
54+513  567
80+149  229
331+662  993
935+295  1230
904+614  1518
275+573  848
221+89  310
818+86  904
426+563  989
815+647  1462
640+982  1622
115+318  433
889+831  1720
573+519  1092
398+136  534
387+777  1164
527+823  1350
288+52  340
460+215  675
27+131  158
218+177  395
839+411  1250
216+697  913
279+32  311
341+960  1301
934+905  1839
413+9  422
161+98  259
322+103  425
956+758  1714
187+507  694
504+574  1078
709+516  1225
619+408  1027
33+384  417
298+164  462
747+486  1233
851+245  1096
722+71  793
590+197  787
162+737  899
834+499  1333
229+15  244
395+476  871
117+754  871
23+886  909
207+781  988
420+519  939
672+253  925
372+544  916
575+407  982
68+310  378
130+671  801
683+697  1380
245+468  713
960+945  1905
423+410  833
431+209  640
346+344  690
351+797  1148
8+235  243
542+430  972
31+984  1015
217+141  358
684+564  1248
454+357  811
821+878  1699
69+314  383
533+11  544
504+887  1391
606+837  1443
741+575  1316
931+232  1163
668+308  976
780+782  1562
778+613  1391
570+642  1212
987+470  1457
113+206  319
147+655  802
191+625  816
892+366  1258
600+639  1239
998+966  1964
249+0  249
416+362  778
949+565  1514
640+123  763
598+925  1523
589+86  675
672+947  1619
241+609  850
269+736  1005
55+338  393
413+905  1318
842+26  868
530+194  724
463+381  844
956+722  1678
307+610  917
288+482  770
213+83  296
351+750  1101
753+625  1378
194+796  990
555+819  1374
346+360  706
413+832  1245
708+457  1165
22+245  267
137+113  250
522+820  1342
764+610  1374
549+493  1042
796+888  1684
452+568  1020
322+443  765
979+101  1080
706+303  1009
43+964  1007
107+110  217
988+371  1359
823+389  1212
836+763  1599
58+590  648
692+232  924
605+980  1585
785+387  1172
932+437  1369
562+29  591
198+755  953
29+837  866
770+659  1429
274+526  800
582+106  688
170+763  933
58+624  682
559+892  1451
945+113  1058
116+451  567
734+177  911
105+218  323
408+125  533
416+562  978
403+379  782
115+780  895
847+151  998
133+245  378
775+127  902
547+45  592
916+681  1597
823+229  1052
725+369  1094
522+665  1187
378+190  568
968+486  1454
639+261  900
911+858  1769
973+45  1018
43+500  543
222+604  826
12+25  37
550+356  906
275+1  276
236+346  582
794+89  883
730+801  1531
280+503  783
263+276  539
450+765  1215
155+858  1013
424+460  884
520+146  666
258+41  299
122+185  307
868+989  1857
680+797  1477
667+466  1133
403+101  504
950+177  1127
330+627  957
551+778  1329
944+543  1487
902+924  1826
475+169  644
657+571  1228
228+207  435
821+18  839
661+753  1414
138+979  1117
185+794  979
194+932  1126
91+734  825
278+97  375
408+914  1322
427+530  957
822+220  1042
797+995  1792
993+589  1582
559+952  1511
14+328  342
676+622  1298
956+446  1402
467+716  1183
84+64  148
364+841  1205
553+227  780
317+821  1138
602+69  671
658+330  988
203+723  926
136+507  643
433+682  1115
463+994  1457
860+603  1463
985+928  1913
329+82  411
537+614  1151
898+962  1860
527+577  1104
236+426  662
108+933  1041
614+452  1066
756+376  1132
144+683  827
558+357  915
333+197  530
27+625  652
891+116  1007
765+893  1658
353+930  1283
847+640  1487
4+443  447
764+148  912
290+883  1173
167+229  396
838+87  925
802+745  1547
96+418  514
194+724  918
937+136  1073
890+770  1660
64+762  826
703+41  744
808+360  1168
425+674  1099
623+423  1046
627+771  1398
927+575  1502
641+687  1328
453+528  981
428+129  557
361+319  680
200+195  395
74+616  690
549+250  799
229+369  598
951+12  963
592+891  1483
702+865  1567
931+484  1415
317+127  444
453+400  853
529+510  1039
641+588  1229
211+569  780
915+431  1346
119+468  587
123+119  242
939+494  1433
368+981  1349
83+191  274
179+28  207
306+162  468
224+598  822
381+840  1221
623+118  741
344+879  1223
47+420  467
306+304  610
251+285  536
608+254  862
118+453  571
790+21  811
368+141  509
182+344  526
750+58  808
946+819  1765
713+674  1387
72+735  807
757+530  1287
305+238  543
488+395  883
979+894  1873
601+467  1068
267+404  671
337+476  813
105+426  531
915+749  1664
53+633  686
75+784  859
70+464  534
319+365  684
112+163  275
645+526  1171
899+893  1792
710+35  745
614+522  1136
652+934  1586
390+420  810
404+484  888
111+102  213
929+519  1448
256+666  922
776+909  1685
75+91  166
187+428  615
869+925  1794
711+804  1515
86+327  413
931+350  1281
963+414  1377
463+660  1123
321+797  1118
41+342  383
5+650  655
481+466  947
409+325  734
740+852  1592
930+413  1343
544+942  1486
233+139  372
599+651  1250
900+827  1727
587+989  1576
863+969  1832
106+599  705
399+336  735
24+402  426
139+298  437
861+631  1492
263+960  1223
235+80  315
304+458  762
298+782  1080
166+967  1133
388+661  1049
663+568  1231
369+611  980
18+67  85
220+191  411
757+137  894
160+683  843
58+111  169
685+239  924
864+182  1046
66+171  237
292+735  1027
708+132  840
529+268  797
50+241  291
920+903  1823
5+113  118
999+211  1210
691+372  1063
725+748  1473
309+585  894
996+696  1692
188+200  388
140+136  276
456+243  699
728+691  1419
71+991  1062
301+858  1159
912+783  1695
413+132  545
813+772  1585
781+110  891
654+585  1239
265+3  268
823+455  1278
369+857  1226
813+882  1695
459+262  721
437+844  1281
536+861  1397
5+23  28
358+649  1007
548+57  605
835+349  1184
456+392  848
129+204  333
239+898  1137
146+124  270
762+415  1177
631+533  1164
543+94  637
665+433  1098
628+748  1376
901+246  1147
279+348  627
525+522  1047
923+932  1855
884+407  1291
230+470  700
172+911  1083
257+631  888
591+603  1194
586+331  917
599+249  848
709+822  1531
847+517  1364
975+109  1084
230+459  689
354+949  1303
911+581  1492
496+308  804
867+708  1575
465+528  993
627+608  1235
285+563  848
230+751  981
780+546  1326
392+428  820
475+300  775
445+153  598
883+931  1814
960+369  1329
366+356  722
156+100  256
896+318  1214
26+785  811
755+826  1581
993+281  1274
542+26  568
877+4  881
42+139  181
720+893  1613
81+712  793
269+84  353
550+962  1512
663+31  694
881+926  1807
215+704  919
254+910  1164
219+540  759
130+865  995
655+207  862
987+1000  1987
637+352  989
90+921  1011
762+353  1115
306+972  1278
930+672  1602
329+94  423
748+391  1139
287+411  698
998+679  1677
13+78  91
635+896  1531
91+771  862
826+831  1657
449+121  570
855+875  1730
630+446  1076
9+778  787
259+628  887
793+26  819
477+365  842
461+3  464
763+715  1478
859+991  1850
551+620  1171
186+107  293
284+141  425
992+308  1300
487+576  1063
587+932  1519
2+397  399
238+624  862
371+406  777
949+138  1087
656+464  1120
503+541  1044
220+460  680
106+804  910
128+690  818
137+507  644
448+802  1250
687+535  1222
365+744  1109
687+94  781
463+759  1222
63+441  504
164+349  513
57+462  519
941+500  1441
288+309  597
961+681  1642
184+302  486
624+482  1106
582+101  683
9+273  282
767+513  1280
766+889  1655
699+471  1170
250+837  1087
416+896  1312
629+630  1259
410+478  888
847+584  1431
370+86  456
137+559  696
839+444  1283
616+611  1227
259+791  1050
834+169  1003
244+156  400
374+317  691
759+161  920
660+455  1115
517+390  907
229+322  551
942+74  1016
499+895  1394
718+51  769
776+517  1293
37+758  795
351+811  1162
946+606  1552
523+674  1197
311+377  688
746+130  876
183+787  970
32+210  242
19+989  1008
396+207  603
313+211  524
286+51  337
441+124  565
948+740  1688
572+143  715
222+550  772
355+531  886
759+21  780
471+446  917
613+745  1358
779+319  1098
829+634  1463
382+442  824
285+352  637
876+709  1585
763+910  1673
299+934  1233
170+121  291
956+430  1386
503+405  908
195+155  350
762+455  1217
428+345  773
867+720  1587
294+454  748
49+201  250
5+870  875
95+633  728
317+665  982
708+292  1000
751+532  1283
161+581  742
343+904  1247
289+276  565
44+146  190
935+503  1438
495+873  1368
703+234  937
685+462  1147
260+473  733
82+212  294
117+66  183
111+544  655
641+343  984
586+905  1491
69+174  243
959+824  1783
569+524  1093
859+24  883
382+363  745
328+235  563
785+351  1136
759+305  1064
168+285  453
737+951  1688
944+877  1821
549+448  997
706+149  855
760+443  1203
4+540  544
555+469  1024
717+340  1057
999+179  1178
811+660  1471
191+386  577
631+611  1242
545+40  585
443+732  1175
399+622  1021
697+839  1536
476+579  1055
808+840  1648
747+381  1128
903+62  965
406+754  1160
756+488  1244
127+358  485
734+394  1128
132+473  605
689+520  1209
756+129  885
512+993  1505
780+322  1102
893+998  1891
83+13  96
472+525  997
176+986  1162
706+829  1535
932+397  1329
67+515  582
921+72  993
768+147  915
691+279  970
133+184  317
339+188  527
795+270  1065
321+560  881
407+14  421
850+951  1801
442+927  1369
276+204  480
641+226  867
480+716  1196
142+99  241
740+453  1193
515+881  1396
902+208  1110
458+815  1273
565+442  1007
950+646  1596
461+868  1329
358+721  1079
815+124  939
774+750  1524
311+880  1191
524+948  1472
471+601  1072
62+855  917
988+624  1612
251+723  974
679+587  1266
828+726  1554
187+386  573
410+701  1111
355+548  903
250+990  1240
605+617  1222
953+365  1318
727+720  1447
408+231  639
816+267  1083
556+723  1279
733+157  890
736+238  974
762+818  1580
738+223  961
164+355  519
784+718  1502
499+408  907
132+231  363
511+699  1210
815+350  1165
729+968  1697
48+784  832
463+194  657
898+684  1582
981+747  1728
91+382  473
533+626  1159
144+474  618
850+514  1364
254+740  994
968+142  1110
119+952  1071
569+141  710
878+21  899
973+911  1884
343+218  561
249+739  988
329+948  1277
629+493  1122
395+738  1133
53+434  487
138+874  1012
191+224  415
854+588  1442
868+705  1573
144+664  808
155+434  589
382+598  980
517+362  879
303+108  411
376+645  1021
461+88  549
646+365  1011
371+287  658
663+85  748
78+668  746
98+582  680
0+140  140
130+241  371
639+40  679
847+609  1456
549+630  1179
518+891  1409
933+427  1360
60+405  465
118+508  626
659+253  912
968+676  1644
820+79  899
48+261  309
931+571  1502
492+695  1187
527+901  1428
633+264  897
336+189  525
976+577  1553
415+229  644
929+932  1861
615+57  672
766+456  1222
731+1000  1731
848+686  1534
876+901  1777
50+70  120
392+371  763
441+999  1440
248+459  707
501+203  704
139+690  829
259+591  850
341+516  857
730+440  1170
502+414  916
174+95  269
152+668  820
259+83  342
997+114  1111
309+917  1226
365+401  766
469+108  577
847+487  1334
81+416  497
426+6  432
189+745  934
825+83  908
347+798  1145
810+648  1458
483+990  1473
386+124  510
920+772  1692
855+14  869
174+401  575
707+552  1259
903+49  952
675+54  729
619+813  1432
893+912  1805
534+530  1064
1000+935  1935
135+974  1109
388+909  1297
214+889  1103
58+468  526
135+633  768
821+595  1416
917+165  1082
400+20  420
6+702  708
111+769  880
729+613  1342
742+521  1263
262+795  1057
126+630  756
304+161  465
582+277  859
52+977  1029
306+402  708
580+51  631
239+812  1051
465+632  1097
866+167  1033
193+170  363
134+920  1054
853+388  1241
207+776  983
580+923  1503
364+430  794
623+531  1154
566+259  825
412+587  999
960+128  1088
150+154  304
780+285  1065
614+107  721
815+872  1687
136+231  367
348+567  915
1+758  759
575+588  1163
511+65  576
294+639  933
378+641  1019
119+169  288
96+16  112
217+703  920
467+583  1050
721+364  1085
571+744  1315
669+933  1602
398+14  412
597+958  1555
394+1  395
453+415  868
895+584  1479
442+483  925
504+985  1489
694+409  1103
958+19  977
28+699  727
775+975  1750
504+620  1124
908+258  1166
2+360  362
355+9  364
472+604  1076
420+201  621
103+794  897
243+556  799
294+6  300
29+887  916
829+97  926
9+403  412
340+851  1191
132+69  201
745+557  1302
104+594  698
679+753  1432
755+846  1601
279+887  1166
630+778  1408
386+61  447
316+887  1203
997+525  1522
693+256  949
389+563  952
395+153  548
876+502  1378
989+217  1206
885+851  1736
13+122  135
407+615  1022
363+642  1005
232+209  441
956+212  1168
685+391  1076
221+385  606
323+589  912
992+437  1429
700+495  1195
101+704  805
622+694  1316
131+281  412
35+69  104
752+278  1030
485+374  859
264+112  376
750+663  1413
519+614  1133
919+418  1337
591+233  824
731+429  1160
134+594  728
32+343  375
165+234  399
166+126  292
712+770  1482
625+984  1609
117+741  858
57+40  97
650+882  1532
806+311  1117
937+556  1493
485+540  1025
182+121  303
915+255  1170
757+55  812
977+782  1759
11+326  337
183+181  364
634+960  1594
384+898  1282
359+486  845
245+64  309
774+729  1503
589+79  668
967+437  1404
138+170  308
260+620  880
405+334  739
327+973  1300
971+425  1396
50+879  929
927+883  1810
629+161  790
596+966  1562
690+555  1245
840+454  1294
368+708  1076
367+907  1274
781+427  1208
374+491  865
957+807  1764
713+220  933
229+45  274
405+695  1100
985+410  1395
701+94  795
945+783  1728
173+17  190
679+352  1031
769+313  1082
28+521  549
814+389  1203
619+414  1033
483+298  781
334+163  497
713+443  1156
211+409  620
510+477  987
890+806  1696
530+730  1260
93+116  209
622+89  711
361+792  1153
167+304  471
411+625  1036
795+365  1160
982+284  1266
452+998  1450
323+632  955
692+548  1240
730+888  1618
777+392  1169
949+561  1510
484+329  813
172+383  555
815+358  1173
724+56  780
289+469  758
250+238  488
245+517  762
746+996  1742
129+494  623
735+652  1387
930+207  1137
857+26  883
597+798  1395
735+784  1519
772+411  1183
556+633  1189
156+894  1050
911+171  1082
978+580  1558
794+147  941
707+228  935
391+649  1040
481+919  1400
632+453  1085
336+685  1021
326+20  346
59+741  800
806+779  1585
815+850  1665
333+864  1197
977+302  1279
903+58  961
500+623  1123
477+811  1288
797+302  1099
928+580  1508
488+297  785
691+675  1366
201+694  895
200+565  765
266+219  485
196+409  605
846+121  967
841+557  1398
680+361  1041
313+589  902
83+749  832
91+183  274
438+852  1290
164+562  726
264+133  397
146+810  956
398+798  1196
893+553  1446
689+302  991
861+828  1689
858+187  1045
778+457  1235
689+421  1110
952+680  1632
66+692  758
393+364  757
10+12  22
569+306  875
788+674  1462
815+718  1533
245+82  327
604+22  626
312+298  610
192+973  1165
438+77  515
955+929  1884
514+53  567
406+847  1253
349+995  1344
999+453  1452
323+398  721
691+449  1140
167+732  899
131+580  711
1+826  827
253+552  805
545+363  908
339+215  554
587+877  1464
557+548  1105
819+969  1788
922+256  1178
978+352  1330
729+851  1580
520+711  1231
353+513  866
856+998  1854
89+602  691
786+849  1635
709+62  771
548+238  786
746+158  904
420+735  1155
280+816  1096
377+659  1036
174+842  1016
802+65  867
543+827  1370
36+999  1035
981+389  1370
651+928  1579
792+647  1439
405+637  1042
709+520  1229
387+599  986
465+350  815
85+646  731
268+60  328
728+644  1372
572+22  594
754+53  807
106+789  895
558+680  1238
830+576  1406
762+975  1737
172+183  355
348+364  712
876+154  1030
211+236  447
349+230  579
192+441  633
379+347  726
524+320  844
146+412  558
371+141  512
856+849  1705
918+837  1755
741+195  936
157+763  920
557+174  731
919+785  1704
248+177  425
574+385  959
412+313  725
53+856  909
582+104  686
695+40  735
429+85  514
166+363  529
878+163  1041
402+372  774
804+613  1417
875+277  1152
147+278  425
254+724  978
314+549  863
355+625  980
59+694  753
876+858  1734
981+990  1971
293+997  1290
287+416  703
204+683  887
250+374  624
691+718  1409
42+426  468
32+333  365
274+241  515
464+134  598
388+158  546
878+354  1232
108+91  199
387+323  710
571+848  1419
833+165  998
373+578  951
583+298  881
777+505  1282
560+639  1199
695+445  1140
527+966  1493
786+894  1680
264+398  662
323+781  1104
235+235  470
105+363  468
131+728  859
401+157  558
513+90  603
45+380  425
866+586  1452
115+575  690
590+144  734
175+856  1031
602+967  1569
292+969  1261
336+723  1059
548+932  1480
725+907  1632
938+310  1248
869+893  1762
884+17  901
332+750  1082
151+612  763
925+581  1506
409+934  1343
583+113  696
444+71  515
580+452  1032
218+912  1130
803+880  1683
981+885  1866
129+354  483
910+967  1877
438+77  515
845+57  902
213+89  302
447+679  1126
391+376  767
314+523  837
345+631  976
639+648  1287
225+380  605
833+940  1773
429+573  1002
659+929  1588
704+591  1295
378+497  875
193+604  797
493+192  685
78+508  586
861+592  1453
99+949  1048
766+927  1693
47+622  669
121+64  185
319+379  698
637+239  876
324+632  956
534+532  1066
35+437  472
453+890  1343
721+70  791
940+755  1695
470+641  1111
764+240  1004
460+867  1327
308+852  1160
13+648  661
544+105  649
321+833  1154
744+912  1656
268+771  1039
709+533  1242
911+345  1256
178+540  718
958+778  1736
413+322  735
165+298  463
83+10  93
644+544  1188
376+163  539
857+907  1764
271+403  674
517+759  1276
481+944  1425
974+403  1377
571+626  1197
254+139  393
92+244  336
485+200  685
750+612  1362
642+12  654
323+674  997
44+81  125
848+536  1384
866+584  1450
324+274  598
696+586  1282
580+136  716
958+770  1728
772+909  1681
203+262  465
697+176  873
835+448  1283
904+796  1700
773+7  780
802+141  943
6+768  774
794+367  1161
685+428  1113
29+348  377
233+898  1131
9+479  488
1000+692  1692
867+378  1245
947+326  1273
361+760  1121
814+394  1208
428+265  693
759+5  764
935+360  1295
439+746  1185
253+518  771
871+919  1790
798+49  847
864+583  1447
100+532  632
660+17  677
0+578  578
167+491  658
132+61  193
92+382  474
958+288  1246
904+336  1240
105+486  591
652+710  1362
532+629  1161
553+30  583
438+778  1216
667+887  1554
624+288  912
101+913  1014
786+619  1405
1000+442  1442
363+167  530
648+163  811
830+863  1693
8+382  390
271+1  272
265+306  571
790+593  1383
116+754  870
855+205  1060
719+152  871
736+43  779
978+515  1493
518+184  702
175+856  1031
16+197  213
329+362  691
922+819  1741
289+307  596
838+646  1484
335+635  970
292+478  770
355+989  1344
243+2  245
356+738  1094
524+71  595
394+538  932
181+262  443
103+23  126
905+995  1900
338+636  974
782+289  1071
718+233  951
325+332  657
886+926  1812
429+474  903
818+865  1683
699+907  1606
766+833  1599
618+75  693
533+5  538
962+345  1307
483+443  926
790+132  922
52+975  1027
376+959  1335
300+393  693
187+80  267
171+408  579
636+119  755
843+612  1455
750+129  879
726+681  1407
407+643  1050
186+287  473
614+337  951
959+424  1383
805+563  1368
228+135  363
901+973  1874
317+363  680
126+64  190
139+543  682
266+425  691
